worker_id,task_id,task_response_id,is_reviewed,review_score,Text,Toxic/Not Toxic
VAP7WRCWQZ3R,e3a8f53b-3098-45b6-a435-4b418b75dc04,034b0eee-7da5-4a8e-a27f-34958cbabc59,false,,"اللهم بارك بإثيوبيا 20 ألف من الحضور 

لمسابقة أفضل مقرئ للقرآن الكريم !

والمغربي من مدينة وجدة يفوز بالمركز الأول 

🇲🇦🥇
#القران_الكريم 
#المغرب 
#وجدة",Not Toxic
269R2FJEMCRX,81c01720-cfff-404e-acc0-516a25ae9530,035204c1-ca65-4995-b0d1-0ee6b741ec3c,false,,لا وفيه خولات مصريين عايمين على عوم السعودية وبيقولك ايران السبب ! ايران اكتر دولة ماتلها ناس في المصيبة دي ! التعريص السني الوسطي الجميل !,Toxic
DHNEHHYX74XC,2e07ab27-e7c6-4bcf-875f-02dabadd1f16,036b9bb3-ea8d-463f-b3bc-e21f3f640a56,false,,"بسرعه قولوا ماذا قيل في حُب الأخت 🥹؟
",Not Toxic
VAP7WRCWQZ3R,16645336-9324-4208-984e-e5d0144884e6,03a56a7b-01f5-4bf1-9d1a-fdfc731091c1,false,,"‏قاع سهم ‎#بوينج باذن الله من ١٠٧ الى ١١١
الدخول منه للمستثمر طويل الاجل
أما المضارب فالدخول السليم بعد اغلاق يومي فوق ١٤٠ باستهداف ٢٢٠ ووقف ١٣٥ باذن الله",Not Toxic
269R2FJEMCRX,5fe4bf3c-dae9-4111-ad03-9cf49b760cb8,04f628bb-cbdb-4b28-a169-675b7de250df,false,,إنا لله وإنا اليه راجعون اللهم ارحمهم ورزقهم الفردوس الأعلى من الجنه اللهم احفظ مصر 🇪🇬 العروبة والناس الطيبة وكل رجالات مصر حكومة وشعب وسائر بلاد المسلمين والناس الطيبة ورزق ابناء مصر وأهلها حب مصر والحرص عليها اللهم عليك بكل خائن قذر 🤮 يريد الفتن بين المسلمين والناس الطيبة,Toxic
AC4EXGVDY94E,93bfbe13-0640-46ea-836d-4a01d9707c17,04f9157a-8793-41d1-b7b6-e09a30fe03b8,false,,والله انتي قحبة متناكة والله كثير من بنات المغرب قحاب,Toxic
269R2FJEMCRX,e6a55214-9841-433d-886a-4575cb5805ad,05144e1a-929f-4208-975e-15f519e57c89,false,,‏الأصحاب نوعين واحد بهز رجله والتاني بتضايق من الحركه دي..,Not Toxic
HCPMEVQXT3HK,e50ca773-5ac9-4e1a-9293-c5e585e7e8d6,053fab18-99af-43c2-923d-81976fe24622,false,,"اسلاماه وا اسلاماه! اقتلوا الزنوج! و سوو برادة باسمي! """,Toxic
JZMEZT7EYNGR,d86292c8-3860-4fbc-b0fa-df27c35dc33f,05cb7b94-a481-4603-b34c-5aa324e531f1,false,,"قد يُهدَمُ الحبُّ الجميلُ وينتهي
لكنّ حُب الأُخت لا يتهدّمُ ... ♥️😍",Not Toxic
DHNEHHYX74XC,ae43a612-a0cd-4faa-880e-482b65760294,0643745a-72d9-4b1d-b0be-87f4d8fd412a,false,,"يفوز اهل النوايا الطيبة في النهايات مهما تعددت خساراتهم فاعظم سبب للتوفيق والرزق ليست شهاداتك ولا علاقاتك ايا كانت بل نيتك الطيبةالخالصة لوجه الله هي التي تفتح لك ابواب الرزق والتوفيق من حيت لا تحتسب 
 النوايا الطيبة  هي التي ترتب لصاحبها  اجمل الاقدار
يومكم جميل ❤❤",Not Toxic
DHNEHHYX74XC,b146b4fd-0c91-44d2-87cb-3d8bc28f1edd,065ca494-d3f7-43c9-ac18-86627d996715,false,,سلام عليكم اكره السود**نين معسلامه,Toxic
VAP7WRCWQZ3R,4bf07b32-b190-49b3-a11f-cbfc7b27302e,06d3efc6-9832-435e-b1be-ea97f8594d2e,false,,‏‎الحين ليه يصيحون السلافع ترى حتى ببلدهم محد معطيهم وجه,Toxic
CVYF7ADMK2NK,9bf0288c-db96-4fb4-90a1-25ff73798035,075c50eb-5859-4f1b-b2d5-8c69e85d12f9,false,,"‏الناس تخلي بالها من أطفالها ياناس... وجود حيوانات منوية بعينة براز لطفلة...
اللهم احفظهم يارب... ",Not Toxic
JZMEZT7EYNGR,4c972f01-39ab-4669-9aff-3176beb1703b,081a49d2-a213-4b71-8749-601359b8ceeb,false,,‏‎لا الله يرحم والدينكم عجزنا نتحمل الاولى تطلعلنا وحده ثانيه‎,Toxic
VAP7WRCWQZ3R,474a761d-3506-4f07-8d25-2173c0c601d0,083aab11-1d55-41c3-b865-91cbf048cf18,false,,مصريين خولات,Toxic
269R2FJEMCRX,1ce67f51-4aac-4068-813d-5f072eb461e2,0846081a-36f1-4a1d-b2a3-997754562abf,false,,"وجود الإله مجرد احتمال لاكن الاديان ميزتها خلقت الإنسانيه و موده بين الناس الي  يدعو بأن الإله مالف بين قلوبهم لاء لو جيت للاسلام فقتلوهم حيث سضفتموهم .و يا أيها النبي حرض المومنين علي القتال الي منها داعش دلوقتي و هو هو نفس الإله الي امر ب القتل هوهو الي قالك و من قتل نفس بغير نفس فكانه قتل الناس جميعا و من احياها فكنها احيا  الناس جميعا محدش عارف الحقيقه فين
",Toxic
269R2FJEMCRX,c36bcda4-4c6b-458f-95b5-ef88e6853219,084832ae-7c4c-4d6c-b57a-e0d50ff0c94e,false,,اذن من السنة البول في الفخارة,Toxic
JZMEZT7EYNGR,3ffe5cab-77bd-4c7e-87cd-b3cad75a1f72,085c2a09-e785-4ec5-bb29-5657bafea43b,false,,سأوسعك ضربا,Toxic
DHNEHHYX74XC,9234a747-25b1-43ec-a99f-cfa7db177133,08f02aaa-9fc3-4d34-9327-da54b35315a7,false,,"يأتي الاستحواذ في إطار استراتيجية ""تنمية"" الهادفة إلى طرح المزيد من المنتجات الابتكارية في سوق التمويل متناهي الصغر دائم النمو في مصر، وتدشين مرحلة توسعات جديدة للشركة.
",Not Toxic
VAP7WRCWQZ3R,da563097-cae3-479b-87fc-553082dd457e,0930952d-8028-4490-8cb1-9b15e44ddf72,false,,أنت بتشتم ليه يبن الخول يا مهزق,Toxic
DHNEHHYX74XC,759dc3fb-cc0d-4642-acd4-eb81e2a2eb0e,09b5600a-8511-44a8-993a-d9ebd0ca1541,false,,"حراس الارز حزب قومي لبناني فاشي عنصري ضد الفلسطينين من اشهر عباراته ""لن يبقى فلسطيني واحد على أرض لبنان"" أو ""على كل لبناني أن يقتل فلسطينيا"" هذا الملصق له في السبعينات ضد القضية الفلسطينيه",Toxic
VAP7WRCWQZ3R,e370c089-70c3-43a5-8049-2a07ef31c641,09cbb85b-2b38-45c3-b7bb-a8d5c7d1ee46,false,,"فلسطيني أنهى دراسته الجامعية , ولم يعثر على عمل ليُعيل أسرته , قرر أن يضع ميزان في شوارع غزة , ويمكنك معرفة وزنك مقابل ""نصف شيكل فقط""",Not Toxic
HCPMEVQXT3HK,66409098-9dc7-4add-a414-66f3aafe5f32,09e3151c-cea5-4120-a7d2-8952807bf8f5,false,,"يا شباب يوجد سيارة كورولا ٢٠١٩ للتنازل في عبداللطيف جميل قسط شهري ١٦٠٠ وماشية  ٨٥ الف كيلو بتاعت اخ مصري نازل نهائي 
",Not Toxic
269R2FJEMCRX,f228d53f-7f2f-41ee-8e8f-be7db4d79d95,09ee432e-caf0-401c-b1c5-d90929597f35,false,,رئيس الوزراء ينقل للحضور تحيات الرئيس السيسي.. ويؤكد: الدولة تحرص على تمكين الشباب في المناصب القيادية والاستفادة من قدراتهم وأفكارهم,Not Toxic
VAP7WRCWQZ3R,38d48703-92ef-4a17-afd4-125281b01d5f,0ac42616-d81c-4bdd-aa33-489c01bd0e21,false,,‏اليهود كا الكلاب المسعورة تجوب شوارع وازقة جنين البطولة,Toxic
VAP7WRCWQZ3R,4e46fbbb-5d74-46da-bcf3-3936305e7b71,0adcf166-36ca-4984-b78b-407249eb1a6b,false,,‏محرومة من الامتحان و بتصور🤣❤️ ,Not Toxic
HCPMEVQXT3HK,b062008e-b071-465e-9114-7179e10b0f08,0c4bf105-821c-41db-8796-0a57f522da8e,false,,‏الانتحار سوء ظن بالله وضعف يقين، وفاعله متوعد بالنار وهو ليس من المتقين، قال تعالى (ولا تقتلوا أنفسكم إن الله كان بكم رحيما)، فترسيخ الإيمان والرضا في النفس، علاجٌ للتفكير في الانتحار واليأس، ولا بأس بالتداوي من تلك الأمراض، التي تصيب النفس وتؤدي إلى التفكير فيه كعرَضٍ من الأعراض,Not Toxic
DHNEHHYX74XC,69444cd1-e323-47ac-9d4a-cff971de059b,0c845f8d-2fcf-4b2a-a4f7-4e8412a9b819,false,,سرطان الرئة ان شاءالله يصيب الفريقين,Toxic
DHNEHHYX74XC,e502147d-79ad-4ec9-b70f-e55014fe78e8,0cea5813-5684-48e3-8a8f-0c1e84356701,false,,"‏كل التعب ده مش هتحس بيه بعد أول دعوة بتسمعها من المريض
- المريض ‎",Not Toxic
VAP7WRCWQZ3R,8c106102-264f-43ab-8820-71ff0c318758,0d1988e4-a8d5-4b26-8c77-355f4f59c304,false,,خير عظيم... التمسوا واقتبسوا,Not Toxic
DHNEHHYX74XC,6633ace7-dd04-4921-9d90-c998e78d8406,0d3479ea-d924-4d38-bd18-cfac723c8f5c,false,,شويه شراميط والله بنات متناكين بيوقعوا وفي رجالة بيروحوا زي الخرفان,Toxic
VAP7WRCWQZ3R,e6aa7771-62cb-4c06-9688-957229cb1d42,0d41bf74-0949-4fb1-bb01-4d66b6ddc233,false,,"ن إرادة الثوار أتكلم..
عن الثورة أتكلم..
عن ثورة وعيٍ غرست في دواخلنا حب الوطن..
عن حلم شهداء مُلهِمون،،
عن وعي طفلةٍ أرسلت رسالة لكل الأمة جمعا..

#عقار صغيرنا يعلمك الدرس أن الأوطان تفدى بالدماء علك تعرف جيدا من هم صغيري العقول. 

 #إرادة_الثوار_أقوى",Not Toxic
VAP7WRCWQZ3R,99ac4c28-089d-4772-83fa-0383f3589808,0d488761-81a8-4894-8cc9-acb08d717e42,false,,‏ماذا لو عاد معتذرا؟,Not Toxic
DHNEHHYX74XC,10c708e1-311b-4d2e-84d5-63da3fc5e3fb,0d8f9eb1-b304-4392-9ebc-c6ba7ee46f79,false,,عندما تجتمع كلاب الأثر وعناصر الشبيحة فستكون الفوضى والفلتان الامني الذي لا يخدم إلا الصهاينة,Toxic
CVYF7ADMK2NK,1b287bf7-ec67-4914-b7d2-9661af4c07ed,0daa0ca9-6b2b-43a5-b1c4-9ee71d137f9c,false,,"رئيس الوزراء يتابع مع وزيرى السياحة والآثار والطيران المدنى حركة السياحة الوافدة
",Not Toxic
JZMEZT7EYNGR,76298d15-3883-4f7e-94f3-7523a9452c63,0dcadff4-c26a-454e-bf77-855b22258943,false,,تخيل يا سيدي أن تحب امرأة تحبك، يستشعر كل منكما في جوار صاحبه الأمان، تجيدان صنع الضحك معا,Not Toxic
269R2FJEMCRX,ed15979d-4466-45d6-8ee1-cc51f145bf9e,0dd60ac3-63a4-4ebd-a745-744c1b53490e,false,,بجد مش معقول كل ڤيديو أروع من اللي قبله،، تاني تاني عمر بيضحكنا تاني بطريقة كرايتيڤ كل مرة وحقك علينا يعبحليم ابننا شاطر بس شوية مونتاج,Not Toxic
VAP7WRCWQZ3R,7b326f11-ad89-424f-a063-18fc03571831,0de51b48-9a5a-4926-8bf1-9277f4b3fbb7,false,,"الاحتياطي الفيدرالي الأمريكي يرفع أسعار الفائدة 75 نقطة أساس لتبلغ 1.75%
",Not Toxic
CVYF7ADMK2NK,5f37e0b7-2037-4c12-9f13-2f3650184003,0e09659a-3a86-4f78-8d73-040208a7221e,false,,‏الفديو زابط حبيت,Not Toxic
DHNEHHYX74XC,83e7769e-80db-4631-ac75-967e0a421535,0e3532c7-a188-42fb-bd10-90b8d5ab6884,false,,ربي معاكم وان شاء الله تنتصروا على هؤلاء الظالمين عديمي الهوية,Toxic
CVYF7ADMK2NK,f58261a5-7b78-4d2a-9a71-5443e498de3c,0e671520-f7e3-46f8-bf55-2f8d632d5182,false,,"مقتبسات من دكتور محمد الغليظ ❤️ || افتح الصور
",Not Toxic
AC4EXGVDY94E,9f4ec611-11d5-47d9-a16f-70abf464a025,0e787441-b766-4450-9cdd-dab5331c454d,false,,السلطه الفاسده أشد خطرا على قضيتنا من العدو الصهيوني وهي تمثل الذراع الأيمن للاحتلال الحل الوحيد هو تصفية غربان المقاطعة السوداء الان الان الان الان الان وليسى غدا إلى مذابل التاريخ إلى الجحيم باذن الله,Toxic
VAP7WRCWQZ3R,3a6712a0-8ef5-4157-aa44-917db98b257c,0e843ff7-5e3f-437d-8bba-0947f46760ac,false,,خولات وشراميط السيسي ..لو دخلي عند اي حد منهم هتلاقيهم سمن علي عسل مع سعوديين وسعوديات ...تعريص وانبطاح بن وسخة,Toxic
JZMEZT7EYNGR,a738748a-2ecb-4622-9d83-d664dc2c9073,0ef24aae-f9d7-49ff-8227-031fc3e27eba,false,,ياعم دول شوية خولات سعوديين مقهورين من أسيادهم المصريين.... والراب ده بقاله أكثر من عشر سنين,Toxic
HCPMEVQXT3HK,6bfb71e8-43d0-4f71-9a98-0b48ceb40796,0f2ad49a-7623-43da-9579-4727d1205c2c,false,,"مثل الجبل ثابت وعمره ما إنحنى
 ماكن وله قمّه عزيزه عاليه🖤.
#محمد_الزعيزعي",Not Toxic
DHNEHHYX74XC,ae8c5214-3e10-4685-b686-7d41212bae5f,0f9b55db-af72-47ba-b0b8-5e783319b205,false,,"أحلى حاجة في اني شغال في co-working space في مدريد إن كل اللي قاعدين حواليا اوروبيين مما يعني اني لما أكلم شريكي في الشغل في مصر على Google Meet، ممكن بكل أريحة أبدأ المكالمة ب ""أيوا يا متناك يا خول البراري"" ومحدش جنبي فاهم حاجة.",Toxic
VAP7WRCWQZ3R,f1640708-481b-462d-b788-5d56db44b290,0fbae66c-af89-44cb-ba25-06b75a84d6cc,false,,‏حينما يحل بك مصاب فترى من حولك حل به نفس مصابك يهون عليك ماتجد من الألم، لكن يعظم الأمر إذا كنت متفردا بالمصيبة، هذا في الدنيا لكن في الآخرة تأمل قوله تعالى: (ولن ينفعكم اليوم إذ ظلمتم أنكم في العذاب مشتركون)، فالله تبارك وتعالى ينفي من أذهان أولئك هذه المشاركة التي يجدها  ⬇️,Not Toxic
VAP7WRCWQZ3R,98cbe64c-6b71-4e26-8229-bb80b3a0c1a4,0fbfdda6-3bac-4255-a4a6-519bcfda7f4e,false,,"""سلمت أمري للذي لا يغفل ولا ينام ولايكسر بخاطري، ولن يردني خائباً.""
 #محمد_الزعيزعي",Not Toxic
269R2FJEMCRX,38e84e59-6ec9-4e38-af5f-9b83dedaf941,101006eb-df0e-4177-96bd-f0b04daa7a38,false,,‏‎اذلف يا كلب,Toxic
VAP7WRCWQZ3R,308defa3-7c45-42a7-92de-2c59c1030ca6,10502599-86f1-45e0-8d6c-12eb35726719,false,,ليس الهدف من هذه الصوره الحط من قدر عائله جمال ريان ، بل تذكيره أنه منحط بالفعل,Toxic
269R2FJEMCRX,3110260d-e11f-44a8-9965-808b668c4125,10b5b5dd-7747-4a11-88d9-9dbd5bb92b59,false,,"من أقوال البشير الابراهيمي  
"" يا فلسطين إذا كان حب الأوطان من أثر الهواء و التراب، فإن هوى المسلم لك أن فيك أولى القبلتين، و أن فيك المسجد الأقصى الذي بارك الله حوله """,Not Toxic
VAP7WRCWQZ3R,8cf04390-39d2-487b-aba0-f2e41faa87a6,10b7c25a-d47d-4020-a619-2d5b2ac491b9,false,,سجمي ي يمه كان راجل وبقا باطل 💔😂😂😂😂😂😂✋,Toxic
269R2FJEMCRX,53770bbc-3217-4f9b-a2cc-05b0f9a59273,10c162f0-c151-4e31-9d64-410036371647,false,,سير الله ينعل طبون مت مت مت مك ومت الجزائر على هاذ المنشور لي كي حتشون إماك تفوووو على الراسة تاع ولديك سير تقرا يازبي مالكم مكلخين مالكم,Toxic
VAP7WRCWQZ3R,34511208-b0a0-4d87-a8c4-d247f730cf07,10ce3ca4-2575-4d46-8dbd-af2f46058e04,false,,"الجناح المغربي « Morocco pavilion » في بوتراجايا «putrajaya» ويعرف أيضا بإسم «استاكا» أكبر حديقة نباتية في ماليزيا وهي تحفة معمارية مغربية  بأيادي حرفيين مغاربة.
هي مهارة أهداها الملك الحسن الثاني رحمه الله لهذا البلد المسلم تبين قوة التاريخ والحضارة وترصد شموخ الزخرفة و الابداع.",Not Toxic
269R2FJEMCRX,f3118443-089f-4a56-9096-38c148805a86,10f16ba4-1092-460c-9450-01300f76e6a9,false,,"اقسم بالله مسخرة، الصهاينة كل يوم يزيدو عدد الاقتحامات للاقصى من أجل تقسيمه مكانيا كما قسموه زمانيا، وبدل ما يشجعو الشباب بالرباط فيه جالسين يعتقلو فيهم ويعذبوهم وبيشغلو العالم في هاد الامور
حسبنا الله ونعم الوكيل بطلنا نعرف مين الصهاينة فعلا",Toxic
269R2FJEMCRX,f189b802-bc26-4cbe-8ac7-43aef62abe0c,115e0f04-84a2-45d3-90e4-85eebfd6faa0,false,,"تزوجت زوجتي على سنة الله ورسوله 
 لا حب ولا غيره 
كتابة العقد وثاني ليلة تم زواجنا 
والحب والأحترام والمودة جأت 
بعد الزواج 
كنا أطفال لكن العقل عقل كبار وحتى 
اللحظه ما اذكر انها ازعلتني أو ازعلتنها 
ورزقنى الله باولاد وبنات ولله الحمد 
ووصيتي بعد عمر طويل 
 أن ندفن بجانب بعض
",Not Toxic
269R2FJEMCRX,4ff1f95c-1703-44fe-93f2-e0776d5b88cb,11868a3c-f39e-41c4-a43c-56b90120e4bc,false,,الاجابه لكل الاسئله علي لسان الخبير الامريكي واجابه لكل معر$مؤيد للنظام يا منافقين ضيعتم البلد دا عميل خاين مزروع في الجيش جي بأجندة,Toxic
269R2FJEMCRX,c0c1d1c6-8ed0-42e8-a888-ef5f583969e3,11a3b2c2-15b5-4966-a6ff-5267e0d46b23,false,,انا اعرف مصريين خولات عاوز اجيبهم ليك,Toxic
DHNEHHYX74XC,e5895876-bcdf-4433-8b05-5f044e77049c,121a3ba3-f450-4f3f-a02b-21216c960a01,false,,"الكضية على الطريقة المثلية
هناك شعب منافق كذاب سوف يغير شعاره الان الى : مع فلسطين مثلي او مثليه",Toxic
AC4EXGVDY94E,61271fd7-52d6-441a-bab5-62a7afe82803,1240ff01-9270-4a20-93c1-947d95d9f530,false,,@khaled_sefarat السواق المصرى بتاعه ب10 رجاله سعوديين خولات .. وحريمكوا عارفين كدا .. واسال مراتك على بتاع المصرى قد ايه ههه,Toxic
VAP7WRCWQZ3R,5f59d556-c78c-4357-ab17-05990aa039c3,124eb6c0-cd7a-4131-80c7-35c7a89ae500,false,,"أعلنت مايكروسوفت اليوم 15 يونيو 2022م عن انتهاء دعم برنامج إنترنت إكسبلورر وخروجه من الخدمة نهائياً، بعد 27 عاماً من إطلاقه.
",Not Toxic
DHNEHHYX74XC,71ace9ed-5312-453f-90c1-77a50102dc0c,1284eed9-1c2d-499f-ab05-5425b17cb4b4,false,,البت العاملة ذي القعونجة الانتاية دي عاملين ليها قومة وقعدة ساي والله,Toxic
269R2FJEMCRX,5d09714e-1d6e-49ec-912c-3c380f5fe256,12f2928e-a51a-45ed-b060-f90905c2291f,false,,"‏شباب بتعرفو احد في السفارة المصرية يساعدني اطلع تاشيرة ...

يلا باختصار في شي اسمه اجراء أمني لغير السودانيين وياخر التاشيرة للاسف 💔

فلو تعرفوا احد في السفارة يساعدني 💔🥺",Not Toxic
269R2FJEMCRX,8be770a5-af9d-47bc-9e08-5f56ce1276f4,12fd16de-6294-41c0-bbd8-5f198bb74a6b,false,,🤣🤣🤣العجوزه الما بتخجل دي اولادك رجال خلي كلامك محترم انتي ما صحفيه انتي رداحه,Toxic
DHNEHHYX74XC,2a322388-2dce-4862-ba9d-39537b8aeacb,13087739-bd95-47cb-b8ed-9a8da8aaecc6,false,,"عملاء #أردوغان الارهابيين يمنعون الناس من المرور من منطقة بلدة #ميدانكي الى قرية #كفرجنة الاّ بعد دفع الأموال كضريبة مرور!
نعم.. عندما يسكت الناس على وقاحة الإرهـ اب الأمـ ريكي وأعداء البلد وتصرفاتهم الظالمة فستزداد وقاحاتهم أكثر فأكثر حتى تصل الى أخذ الأموال من مرور الناس!!",Toxic
DHNEHHYX74XC,4b727d77-03fd-44de-87d7-24500b6c6b4b,1359d15b-9e3c-4ac1-953e-3d1266301a2e,false,,عليك بضرب الطفل حتى يتعلم,Toxic
VAP7WRCWQZ3R,ec6ddcee-e5e8-4b7f-b5b8-8021a643821d,138ac851-e9f9-4574-85c2-384e4be72514,false,,‏‎مخاوفي في الحياة انو اطلع اطول منو😔💔,Not Toxic
DHNEHHYX74XC,7b3786d7-4a8d-409f-ad7a-b46c66c11aef,13e7db3f-19eb-4f67-a1de-e3cd59548524,false,,"موخرًا ومع ازدياد ضغوط الحياة وازدياد الأعمال والمسؤوليات وضرورة الموازنة بين الأهل والأبناء والعمل؛ أصبح من الضروري الهرب من الحياة العملية والبحث عن بدائل جديدة تعزز من الصحة النفسية واستقرارها، كالدخول في هواية جديدة تنقلك إلى عالم مختلف عن نمط حياتك المعتاد...

#نادي_مقروء",Not Toxic
JZMEZT7EYNGR,0092c6fa-faf0-4bad-b2e0-5f722685dff2,13e88650-ac61-4c0e-b9ab-d04744c8bf39,false,,يتسكر باب وينفتح بداله ألف باب، تخسر شخص و الله يعوضك بأحسن منه، توكل على الله ولا تتحسف على شيء، كل شيء يتعوض الا نفسيتك و صحتك واللحظات اللي بحياتك، لا تضيّعها على شيء ما يسوى,Not Toxic
JZMEZT7EYNGR,80c547c1-ce71-4291-9b94-3759ec9166b5,1405fa43-666b-435b-ba41-8979aa24f181,false,,"رسول النكاح لماذا قضى محمد رسول الإسلام اغلب وقته في ممارسة الجنس مع عشرات النساء ؟ 
",Toxic
269R2FJEMCRX,e5ebdf22-f211-4783-8593-84199df883a0,152ea2a9-1be0-47e6-bae7-d2ea595e9fb6,false,,لأنهك وجهان لعمة واحدة ماذا تنتظرو من هيك رئيس وبلد يدعم العدو المحتل الفصل العنصري كان الله في عون فلسطين والمقاومة فإنهم لاعون لهم سواك يا الله,Toxic
269R2FJEMCRX,946d516d-8eae-4664-b0db-cb958cd4330c,15690633-643f-4507-9843-7d09870f575d,false,,الكلبه تبقي امك يا ولد الشرموطه يا سعوديين يا خولات العالم علمناكم ازي تاكلم علمناكم ازي تشخ يا ابن الشرموطه وف الاخر تغلط ف اسيادكم يا بهايم,Toxic
269R2FJEMCRX,ac861188-aa65-4409-a19f-8d6406e5fcff,15947ad3-1413-44e0-9fd9-18db05291d1d,false,,لكل طفل خياله في تصور الحياه ومن الضروري مساعدته في حب العلم والمعرفه.... من رسم ابنتي ماشاء الله تبارك الله,Not Toxic
JZMEZT7EYNGR,6f74da28-e79b-4411-ab03-8fab187784da,15c393eb-70c0-4742-a5a0-c841165001cc,false,,"‏مستوى المبيعات التجارية في امريكا ينخفض الى 0.3%- و كان متوقع ان يستقر فوق 0 عند 0.2%+ 
المؤشر يشير الى انخفاض شديد في شراء الناس للحاجات (انخفاض الطلب) و التوجه نحو التقشف و هو مؤشر سلبي للاقتصاد بشكل عام ‎",Not Toxic
